# Human Protein	Motif	Start	End	Bacterial domain	Bacterial protein
P29353	DOC_PP2B_LxvP_1	2	6		PF00149	Q8A3C4
P29353	DOC_PP2B_LxvP_1	2	6		PF00149	Q8A0Y6
P29353	DOC_PP2B_LxvP_1	2	6		PF00149	Q8A1G4
P29353	DOC_PP2B_LxvP_1	2	6		PF00149	Q8A3Z4
P29353	DOC_PP2B_LxvP_1	2	6		PF00149	Q8AB67
P29353	DOC_PP2B_LxvP_1	2	6		PF00149	Q8A8D1
P29353	DOC_PP2B_LxvP_1	2	6		PF00149	Q8A507
P29353	DOC_PP2B_LxvP_1	2	6		PF00149	Q8A673
P29353	DOC_PP2B_LxvP_1	2	6		PF00149	Q8A5V0
P29353	DOC_PP2B_LxvP_1	2	6		PF00149	Q8A9X3
O14559	LIG_PDZ_Class_1	1281	1287		PF00595	Q8A5K0
Q0VDD7	CLV_PCSK_PC1ET2_1	2	5		PF00082	Q8A0Y2
Q86YI8	MOD_GlcNHglycan	167	171		PF01048	Q8A6K0
Q86YI8	MOD_GlcNHglycan	167	171		PF01048	Q89Z23
Q86YI8	MOD_GlcNHglycan	167	171		PF01048	Q89ZC6
Q86YI8	MOD_GlcNHglycan	167	171		PF01048	Q8A9C7
Q8N6C5	LIG_PDZ_Class_2	1330	1336		PF00595	Q8A5K0
Q15398	MOD_GlcNHglycan	206	210		PF01048	Q8A6K0
Q15398	MOD_GlcNHglycan	206	210		PF01048	Q89Z23
Q15398	MOD_GlcNHglycan	206	210		PF01048	Q89ZC6
Q15398	MOD_GlcNHglycan	206	210		PF01048	Q8A9C7
Q8IZ07	CLV_PCSK_PC1ET2_1	290	293		PF00082	Q8A0Y2
Q92879	CLV_PCSK_KEX2_1	194	197		PF00082	Q8A0Y2
Q8TAB5	CLV_PCSK_KEX2_1	57	60		PF00082	Q8A0Y2
Q96C55	CLV_PCSK_KEX2_1	30	33		PF00082	Q8A0Y2
Q674R7	DOC_PP2B_LxvP_1	27	31		PF00149	Q8A3C4
